text,sentiment,urgency,categories_vector,categories_str
I just love getting billed twice for the same order. Such a generous company.,negative,medium,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
"It's a beautiful smartwatch, but the glass shattered randomly and cut my hand.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
"I really liked the design, until it overheated and scorched my desk.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
How long does the refund process normally take?,neutral,low,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",refund_request
My laptop arrived two days early! Great job.,positive,low,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
I can't access my account and I need to cancel an order urgently.,negative,high,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",account_access
"I love the camera quality, but the battery on this laptop is swelling and smells like chemicals.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
There were visible sparks from the laptop power cord. Is this normal?,negative,high,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",safety_issue
the chatbot is useless and i can't get past it to talk to a human.,negative,medium,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
I paid for overnight shipping and it's been a week. Refund my shipping costs now!,negative,high,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
there's a scratch on the side of the tablet i just received.,negative,medium,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
the software keeps freezing every few hours.,negative,medium,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
Really impressed that my next-day delivery took this long. You've invented time travel.,negative,medium,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
The order confirmation email had the wrong items listed.,negative,medium,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",order_status
The software update bricked my device completely.,negative,low,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
My refund request was denied without any explanation. This is unacceptable.,negative,high,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",refund_request
My order status has shown 'Processing' for 5 days. What is happening?,negative,high,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",order_status
My monitor was supposed to be here for a birthday tomorrow and it's delayed! I'm furious.!!,negative,high,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
"It took two days to get an email reply, which is too slow.",negative,medium,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
I can't access my account and I need to cancel an order urgently.,negative,high,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",account_access
The smartwatch crashes constantly and after the update the screen also has dead pixels.,negative,medium,"[0, 0, 1, 0, 1, 0, 0, 0, 0]","technical_support,product_quality"
"Oh sure, just leave the box in the pouring rain. Brilliant idea.",negative,medium,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
i opened the box and the screen on the keyboard is completely shattered.!!,negative,high,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
How long does the refund process normally take?,neutral,low,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",refund_request
"Works great overall, but there is a persistent electric burning smell from the blender.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
Is there a compatibility guide for your software?,neutral,low,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
Can I change the size of the item in my existing order?,neutral,low,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",order_status
My keyboard overheated and got so hot it burned my hand.,negative,high,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",safety_issue
"The keyboard was fine for a month, then started leaking a brown liquid from the bottom.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
Thank you so much for the surprise hidden fees. Made my day.,negative,medium,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
"The phone works, but the build quality feels very cheap.",negative,medium,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
I've been locked out of my account for 3 days and support hasn't responded to any of my messages.,negative,high,"[0, 0, 0, 1, 0, 1, 0, 0, 0]","account_access,customer_service"
Is it possible to change my billing date?,neutral,low,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
There were visible sparks from the smartwatch power cord. Is this normal?,negative,high,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",safety_issue
can i get a refund to store credit instead of my original payment method?,negative,low,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",refund_request
The monitor crashes constantly and after the update the screen also has dead pixels.,negative,medium,"[0, 0, 1, 0, 1, 0, 0, 0, 0]","technical_support,product_quality"
I returned the laptop two weeks ago but got charged again instead of receiving a refund.,negative,high,"[1, 0, 0, 0, 0, 0, 1, 0, 0]","refund_request,billing"
The monitor won't turn on after the latest firmware update.,negative,medium,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
I can't access my account and I need to cancel an order urgently.,negative,high,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",account_access
FRAUD! I never purchased a laptop from you but there is a charge on my credit card.,negative,high,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
How do I view my order history?,neutral,low,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",order_status
I was promised a discount but was charged the full amount.,negative,medium,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
Can I get a refund to store credit instead of my original payment method?,negative,medium,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",refund_request
"I was promised a full refund but was charged again, and support keeps ignoring my emails.",negative,high,"[1, 0, 0, 1, 0, 0, 1, 0, 0]","billing,customer_service,refund_request"
I'm so thrilled that my overnight delivery managed to arrive only two weeks late.,negative,low,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
Bluetooth on the phone stopped pairing after the last update.,negative,medium,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
"Decent performance, but the phone gets so hot it is uncomfortable to hold.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
The mouse crashes constantly and after the update the screen also has dead pixels.,negative,medium,"[0, 0, 1, 0, 1, 0, 0, 0, 0]","technical_support,product_quality"
Thank you so much for the surprise hidden fees. Made my day.,negative,low,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
Is it possible to merge two accounts?,neutral,low,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",account_access
Two-factor authentication is not sending me the code.,negative,medium,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",account_access
My smartwatch is delayed by several days. What is the status?,negative,medium,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
Is the mouse waterproof?,neutral,low,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
"Great sound quality, but the casing on the mouse melted while charging.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
the new firmware update fixed all my issues. great work!,positive,low,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
"Works great overall, but there is a persistent electric burning smell from the blender.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
My laptop arrived two days early! Great job.,positive,low,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
There's a chemical smell coming from the mouse when it charges.,negative,high,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",safety_issue
my bill is higher than expected. can someone explain these extra fees?,negative,medium,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
I heard a popping sound from the keyboard and now it leaks a liquid.,negative,high,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",safety_issue
Is there a compatibility guide for your software?!!,neutral,low,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
I've been on hold for three hours! Your support is nonexistent.,negative,high,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
The battery on my keyboard is visibly swelling. What should I do?,negative,medium,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",safety_issue
The smartwatch started smoking while charging. I'm scared to use it.!!,negative,high,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",safety_issue
"I was promised a full refund but was charged again, and support keeps ignoring my emails.",negative,high,"[1, 0, 0, 1, 0, 0, 1, 0, 0]","billing,customer_service,refund_request"
The tablet emitted an electric shock when I touched it.,negative,high,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",safety_issue
Thanks for charging me twice and then telling me to wait 10 business days every time I contact support.,negative,low,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
Bluetooth on the monitor stopped pairing after the last update.,negative,low,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
The tablet emitted an electric shock when I touched it.,negative,high,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",safety_issue
My bill is higher than expected. Can someone explain these extra fees?,negative,medium,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
You said 3-5 business days for the refund. It's been three weeks.,negative,high,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",refund_request
the agent who helped me was fantastic and resolved my issue immediately.,positive,low,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
My charger arrived two days early! Great job.,positive,low,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
The mouse emitted an electric shock when I touched it.,negative,medium,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",safety_issue
"The mouse was fine for a month, then started leaking a brown liquid from the bottom.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
When will my next payment be due?,neutral,low,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
Very impressed with the fast email response.!!,positive,low,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
My order arrived exactly as described and right on time. Great experience!!,positive,low,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",order_status
"The blender works fine mostly, except it literally sparked and caught fire when I plugged it in.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
My package is two weeks late and every time I contact support they give me a different story.,negative,high,"[0, 1, 0, 1, 0, 0, 0, 0, 0]","shipping,customer_service"
"It's a beautiful monitor, but the glass shattered randomly and cut my hand.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
I was promised a discount but was charged the full amount.,negative,medium,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
I placed an order 3 hours ago and it still shows as pending.,negative,medium,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",order_status
The keyboard emitted an electric shock when I touched it.,negative,high,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",safety_issue
Where can I download the latest driver for my device?,neutral,low,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
is the charger waterproof?,neutral,low,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
The agent who helped me was fantastic and resolved my issue immediately.,positive,low,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
Where can I download the latest driver for my device?,neutral,low,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
The software update bricked my device completely.,negative,medium,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
is it possible to merge two accounts?,neutral,low,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",account_access
You shipped the item to my old address even though I updated it.,negative,medium,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
I returned the keyboard two weeks ago but got charged again instead of receiving a refund.,negative,high,"[1, 0, 0, 0, 0, 0, 1, 0, 0]","refund_request,billing"
Is the smartwatch waterproof?,neutral,low,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
Do you ship internationally?,neutral,low,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
"It took two days to get an email reply, which is too slow.",negative,medium,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
You charged me twice for my mouse and when I called support I was put on hold for 2 hours.,negative,high,"[1, 0, 0, 1, 0, 0, 0, 0, 0]","billing,customer_service"
You charged me twice for my keyboard and when I called support I was put on hold for 2 hours.,negative,high,"[1, 0, 0, 1, 0, 0, 0, 0, 0]","billing,customer_service"
bluetooth on the charger stopped pairing after the last update.!!,negative,medium,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
What a wonderful design: a phone that dies after an hour. Very minimalist.,negative,low,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
the software update bricked my device completely.,negative,medium,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
Thank you so much for the surprise hidden fees. Made my day.,negative,low,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
you said 3-5 business days for the refund. it's been three weeks.,negative,high,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",refund_request
Your billing portal is incredibly easy to use.,positive,low,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
"I really liked the design, until it overheated and scorched my desk.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
I was transferred three times and had to repeat my issue every time.,negative,medium,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
I can't access my account and I need to cancel an order urgently.,negative,high,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",account_access
"it took two days to get an email reply, which is too slow.",negative,medium,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
Really impressive how your agent confidently gave me completely wrong information.,negative,medium,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
My blender was supposed to be here for a birthday tomorrow and it's delayed! I'm furious.,negative,high,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
The smartwatch started smoking while charging. I'm scared to use it.,negative,high,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",safety_issue
"I love the camera quality, but the battery on this mouse is swelling and smells like chemicals.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
The monitor emitted an electric shock when I touched it.,negative,high,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",safety_issue
Your billing portal is incredibly easy to use.,positive,low,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
The representative I spoke to was incredibly rude and hung up on me.,negative,high,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
Really impressive how your agent confidently gave me completely wrong information.,negative,low,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
Account recovery was super smooth. Thanks!,positive,low,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",account_access
I placed an order 3 hours ago and it still shows as pending.!!,negative,medium,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",order_status
i keep getting error code 502 on the laptop. no documentation explains it.,negative,medium,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
I returned the keyboard two weeks ago but got charged again instead of receiving a refund.,negative,high,"[1, 0, 0, 0, 0, 0, 1, 0, 0]","refund_request,billing"
I returned the blender two weeks ago but got charged again instead of receiving a refund.,negative,high,"[1, 0, 0, 0, 0, 0, 1, 0, 0]","refund_request,billing"
"The smartwatch was fine for a month, then started leaking a brown liquid from the bottom.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
How do I view my order history?,neutral,low,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",order_status
The password reset link you sent me has expired.,negative,medium,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",account_access
I keep getting error code 502 on the mouse. No documentation explains it.,negative,low,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
my order was suddenly cancelled without any notification.,negative,low,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",order_status
Bluetooth on the keyboard stopped pairing after the last update.,negative,medium,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
Can I get a refund to store credit instead of my original payment method?!,negative,medium,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",refund_request
"Oh, I just love waiting on hold for 3 hours to be hung up on. Fantastic service!",negative,low,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
I've been locked out of my account for 3 days. I have orders pending!,negative,high,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",account_access
The headphones crashes constantly and after the update the screen also has dead pixels.,negative,medium,"[0, 0, 1, 0, 1, 0, 0, 0, 0]","technical_support,product_quality"
How do I update my credit card information?,neutral,low,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
I just love getting billed twice for the same order. Such a generous company.,negative,medium,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
There's a scratch on the side of the mouse I just received.,negative,medium,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
The tablet emitted an electric shock when I touched it.!!,negative,medium,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",safety_issue
I've been locked out of my account for 3 days and support hasn't responded to any of my messages.,negative,high,"[0, 0, 0, 1, 0, 1, 0, 0, 0]","account_access,customer_service"
The monitor crashes constantly and after the update the screen also has dead pixels.,negative,medium,"[0, 0, 1, 0, 1, 0, 0, 0, 0]","technical_support,product_quality"
I've been locked out of my account for 3 days and support hasn't responded to any of my messages.,negative,high,"[0, 0, 0, 1, 0, 1, 0, 0, 0]","account_access,customer_service"
The order confirmation email had the wrong items listed.!!,negative,high,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",order_status
"Decent performance, but the mouse gets so hot it is uncomfortable to hold.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
is there a compatibility guide for your software?!,neutral,low,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
Two-factor authentication is not sending me the code.,negative,medium,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",account_access
"Decent performance, but the phone gets so hot it is uncomfortable to hold.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
how long does the battery last on the smartwatch?,neutral,low,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
I keep getting error code 502 on the mouse. No documentation explains it.,negative,medium,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
"The phone works fine mostly, except it literally sparked and caught fire when I plugged it in.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
How do I update my credit card information?,neutral,low,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
Is it possible to merge two accounts?,neutral,low,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",account_access
You said 3-5 business days for the refund. It's been three weeks.,negative,high,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",refund_request
There's a chemical smell coming from the headphones when it charges.,negative,high,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",safety_issue
You charged me twice for my charger and when I called support I was put on hold for 2 hours.,negative,high,"[1, 0, 0, 1, 0, 0, 0, 0, 0]","billing,customer_service"
your billing portal is incredibly easy to use.,positive,low,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
My tablet keeps crashing every time I open the app.,negative,medium,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
I've emailed you five times this week with no response.,negative,high,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
How long does the refund process normally take?,neutral,low,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",refund_request
I was transferred three times and had to repeat my issue every time.,negative,medium,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
The battery died after one hour of use and won't recharge. Totally defective.,negative,high,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
I opened the box and the screen on the mouse is completely shattered.,negative,high,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
"the monitor works, but the build quality feels very cheap.",negative,medium,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
What are your support hours?,neutral,low,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
The agent who helped me was fantastic and resolved my issue immediately.,positive,low,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
The smartwatch crashes constantly and after the update the screen also has dead pixels.,negative,medium,"[0, 0, 1, 0, 1, 0, 0, 0, 0]","technical_support,product_quality"
My smartwatch is delayed by several days. What is the status?,negative,medium,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
Can I change the shipping address after the order is placed?,neutral,low,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
I was transferred three times and had to repeat my issue every time.,negative,medium,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
my order status has shown 'processing' for 5 days. what is happening?,negative,medium,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",order_status
The headphones crashes constantly and after the update the screen also has dead pixels.,negative,medium,"[0, 0, 1, 0, 1, 0, 0, 0, 0]","technical_support,product_quality"
Delivery took a bit longer than I expected.,negative,low,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
The monitor started smoking while charging. I'm scared to use it.!,negative,medium,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",safety_issue
Thank you so much for the surprise hidden fees. Made my day.,negative,medium,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
The password reset link you sent me has expired.,negative,medium,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",account_access
My mouse tracking hasn't updated in a week and the order still shows as processing.,negative,medium,"[0, 1, 0, 0, 0, 0, 0, 0, 1]","shipping,order_status"
The software keeps freezing every few hours.,negative,medium,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
is the smartwatch waterproof?,neutral,low,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
Do you ship internationally?,neutral,low,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
You shipped the item to my old address even though I updated it.,negative,medium,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
Bluetooth on the headphones stopped pairing after the last update.,negative,medium,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
You charged me twice for my tablet and when I called support I was put on hold for 2 hours.,negative,high,"[1, 0, 0, 1, 0, 0, 0, 0, 0]","billing,customer_service"
The smartwatch crashes constantly and after the update the screen also has dead pixels.,negative,medium,"[0, 0, 1, 0, 1, 0, 0, 0, 0]","technical_support,product_quality"
Unacceptable. My account is overdrawn because of an unauthorized charge from your company.,negative,high,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
I've been locked out of my account for 3 days and support hasn't responded to any of my messages.,negative,high,"[0, 0, 0, 1, 0, 1, 0, 0, 0]","account_access,customer_service"
I returned the mouse two weeks ago and still haven't received a refund.,negative,high,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",refund_request
"It's a beautiful headphones, but the glass shattered randomly and cut my hand.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
"Decent performance, but the mouse gets so hot it is uncomfortable to hold.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
How long does the battery last on the charger?,neutral,low,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
I've emailed you five times this week with no response.,negative,high,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
I've been locked out of my account for 3 days and support hasn't responded to any of my messages.,negative,high,"[0, 0, 0, 1, 0, 1, 0, 0, 0]","account_access,customer_service"
the blender caught on fire when i plugged it in! this is dangerous!!!,negative,high,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
Is it possible to combine two orders for shipping?!!,neutral,low,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",order_status
you said 3-5 business days for the refund. it's been three weeks.,negative,high,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",refund_request
"I really liked the design, until it overheated and scorched my desk.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
I returned the smartwatch two weeks ago but got charged again instead of receiving a refund.,negative,high,"[1, 0, 0, 0, 0, 0, 1, 0, 0]","refund_request,billing"
You charged me twice for my tablet and when I called support I was put on hold for 2 hours.,negative,high,"[1, 0, 0, 1, 0, 0, 0, 0, 0]","billing,customer_service"
My tablet tracking hasn't updated in a week and the order still shows as processing.,negative,medium,"[0, 1, 0, 0, 0, 0, 0, 0, 1]","shipping,order_status"
There were visible sparks from the keyboard power cord. Is this normal?,negative,high,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",safety_issue
I've been locked out of my account for 3 days. I have orders pending!!!,negative,high,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",account_access
My package is two weeks late and every time I contact support they give me a different story.,negative,high,"[0, 1, 0, 1, 0, 0, 0, 0, 0]","shipping,customer_service"
i'd like to request a refund for the phone i returned last week.!!,negative,medium,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",refund_request
you charged me twice for my mouse! i need a refund right now or i'm calling my bank.,negative,high,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
I returned the keyboard two weeks ago but got charged again instead of receiving a refund.,negative,high,"[1, 0, 0, 0, 0, 0, 1, 0, 0]","refund_request,billing"
I've emailed you five times this week with no response.,negative,high,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
"Great job, support team! You managed to solve absolutely nothing.",negative,low,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
Two-factor authentication is not sending me the code.,negative,medium,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",account_access
Thank you so much for the surprise hidden fees. Made my day.,negative,low,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
"The charger mostly works, but the battery is clearly swelling and I smell something burning.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
Tracking says my headphones was delivered but it's NOT here! Did someone steal it?!!,negative,high,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
Two-factor authentication is not sending me the code.,negative,medium,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",account_access
"Works great overall, but there is a persistent electric burning smell from the smartwatch.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
The charger emitted an electric shock when I touched it.,negative,high,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",safety_issue
The software update bricked my device completely.,negative,high,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
Account recovery was super smooth. Thanks!,positive,low,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",account_access
My order status has shown 'Processing' for 5 days. What is happening?!!,negative,medium,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",order_status
I opened the box and the screen on the smartwatch is completely shattered.,negative,high,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
When will my next payment be due?,neutral,low,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
How long does the refund process normally take?,positive,low,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",refund_request
My order status has shown 'Processing' for 5 days. What is happening?,negative,medium,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",order_status
"I was promised a full refund but was charged again, and support keeps ignoring my emails.",negative,high,"[1, 0, 0, 1, 0, 0, 1, 0, 0]","billing,customer_service,refund_request"
My phone is delayed by several days. What is the status?,negative,medium,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
I'm so thrilled that my overnight delivery managed to arrive only two weeks late.,negative,low,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
The chatbot is useless and I can't get past it to talk to a human.,negative,medium,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
Can I change the shipping address after the order is placed?!!,neutral,low,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
the software keeps freezing every few hours.,negative,medium,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
When will my next payment be due?,neutral,low,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
I was promised a discount but was charged the full amount.,negative,medium,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
I heard a popping sound from the charger and now it leaks a liquid.,negative,high,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",safety_issue
